name,article_quality,country,Population (millions),region,revision_id
Alberto Manuel Campos,Start,Argentina,46.2,SOUTH AMERICA,1073206939
Alejo Castex,C,Argentina,46.2,SOUTH AMERICA,1096414709
Dámaso Centeno,Stub,Argentina,46.2,SOUTH AMERICA,1096183091
Carlos Corach,Stub,Argentina,46.2,SOUTH AMERICA,1068148753
Jorge Coscia,Stub,Argentina,46.2,SOUTH AMERICA,1099409991
Juan Carlos Del Bello,Stub,Argentina,46.2,SOUTH AMERICA,1100037128
Luis L. Domínguez,C,Argentina,46.2,SOUTH AMERICA,1089356576
Máximo Etchecopar,Start,Argentina,46.2,SOUTH AMERICA,1115155777
Héctor Toty Flores,Stub,Argentina,46.2,SOUTH AMERICA,1067754685
Juan Fugl,Stub,Argentina,46.2,SOUTH AMERICA,1073206214
Santiago Gallo,Start,Argentina,46.2,SOUTH AMERICA,1039135531
Manuel José García,Stub,Argentina,46.2,SOUTH AMERICA,1007128573
Juan José Gómez Centurión,Stub,Argentina,46.2,SOUTH AMERICA,1110844685
Luis Carlos Gómez Centurión,Stub,Argentina,46.2,SOUTH AMERICA,1040878894
Martín Guzmán,C,Argentina,46.2,SOUTH AMERICA,1111128923
Federico Helguera,Start,Argentina,46.2,SOUTH AMERICA,1066754349
Fernando Iglesias (Argentine politician),C,Argentina,46.2,SOUTH AMERICA,1093400021
Ricardo Kennedy,Stub,Argentina,46.2,SOUTH AMERICA,1096426574
Carlos Kunkel,Stub,Argentina,46.2,SOUTH AMERICA,1005790906
Norberto La Porta,Stub,Argentina,46.2,SOUTH AMERICA,721029407
Andrés Larroque,Start,Argentina,46.2,SOUTH AMERICA,1060504858
Julián de Leyva,Stub,Argentina,46.2,SOUTH AMERICA,959654287
Mónica López (politician),Stub,Argentina,46.2,SOUTH AMERICA,797826672
Lucio Victorio Mansilla,Start,Argentina,46.2,SOUTH AMERICA,1086339086
Nicolás Massot,Start,Argentina,46.2,SOUTH AMERICA,1069153148
Juan Mignaburu,Stub,Argentina,46.2,SOUTH AMERICA,994878410
Guillermo Montenegro,Stub,Argentina,46.2,SOUTH AMERICA,1096175549
Mariano Moreno,B,Argentina,46.2,SOUTH AMERICA,1113829451
Marcelo Muniagurria,Stub,Argentina,46.2,SOUTH AMERICA,1108926646
Fernando Nadra,C,Argentina,46.2,SOUTH AMERICA,1105357958
Rómulo Sebastián Naón,Start,Argentina,46.2,SOUTH AMERICA,1096261399
Santiago G. O'Farrell,Start,Argentina,46.2,SOUTH AMERICA,1096261487
Miguel Ángel Pesce,Start,Argentina,46.2,SOUTH AMERICA,1096459313
Carlos Petroni,C,Argentina,46.2,SOUTH AMERICA,1100374393
Alejo Peyret,B,Argentina,46.2,SOUTH AMERICA,1091481103
Aldo Pignanelli,Stub,Argentina,46.2,SOUTH AMERICA,1106856167
Enrique S. Quintana,Start,Argentina,46.2,SOUTH AMERICA,1016343362
Amán Rawson,Start,Argentina,46.2,SOUTH AMERICA,1096678788
Martín Sabbatella,C,Argentina,46.2,SOUTH AMERICA,1073202733
Juan Pablo Schiavi,C,Argentina,46.2,SOUTH AMERICA,1069152180
Héctor Tizón,Start,Argentina,46.2,SOUTH AMERICA,1096176230
Claudio Uberti,C,Argentina,46.2,SOUTH AMERICA,1032047313
Arístides Villanueva,Start,Argentina,46.2,SOUTH AMERICA,994807413
Artashes Abeghyan,Start,Armenia,3.0,WESTERN ASIA,1088583026
Aram Achekbashian,Stub,Armenia,3.0,WESTERN ASIA,1046857776
Hovsep Arghutian,Start,Armenia,3.0,WESTERN ASIA,1095822812
Mikael Atabekyan,Stub,Armenia,3.0,WESTERN ASIA,1008108682
Tigran Bekzadyan,Stub,Armenia,3.0,WESTERN ASIA,1027604306
Vigen Chitechyan,Stub,Armenia,3.0,WESTERN ASIA,1099308421
Hayk Chobanyan,Start,Armenia,3.0,WESTERN ASIA,1093711595
Daniel-Bek of Sassun,Start,Armenia,3.0,WESTERN ASIA,1114419837
Gurgen Egiazaryan,Start,Armenia,3.0,WESTERN ASIA,1103745376
Parunak Ferukhan,Stub,Armenia,3.0,WESTERN ASIA,1114420012
Hambardzum Galstyan,Start,Armenia,3.0,WESTERN ASIA,1084735335
Gegham Gharibjanian,C,Armenia,3.0,WESTERN ASIA,1048485720
Gevorg Ghazaryan (politician),Stub,Armenia,3.0,WESTERN ASIA,1082547991
Andrias Ghukasyan,Start,Armenia,3.0,WESTERN ASIA,1108345283
Aram Grigoryan,Stub,Armenia,3.0,WESTERN ASIA,1112117000
Armen Grigoryan (politician),C,Armenia,3.0,WESTERN ASIA,1069944070
Hayk Grigoryan,Start,Armenia,3.0,WESTERN ASIA,1090623549
Grigor Jaghetyan,Stub,Armenia,3.0,WESTERN ASIA,1062820993
Tigran Karapetyan,Stub,Armenia,3.0,WESTERN ASIA,1112833785
Khachatur-Bek of Mush,Stub,Armenia,3.0,WESTERN ASIA,1114420639
Aram Kocharyan,Stub,Armenia,3.0,WESTERN ASIA,1107982644
Davit Lokyan,Start,Armenia,3.0,WESTERN ASIA,1089241404
Hrant Maloyan,C,Armenia,3.0,WESTERN ASIA,1114902744
Hrant Maloyan,C,Syria,22.1,WESTERN ASIA,1114902744
Khachatur Malumian,Start,Armenia,3.0,WESTERN ASIA,1114420669
Aram Manukyan,Start,Armenia,3.0,WESTERN ASIA,1048512708
Gevorg Melik-Karagyozyan,Stub,Armenia,3.0,WESTERN ASIA,980519720
Vahan Minakhoryan,Stub,Armenia,3.0,WESTERN ASIA,1055697655
Ruben Mirzakhanyan,Start,Armenia,3.0,WESTERN ASIA,1084737845
Badal Muradyan,Start,Armenia,3.0,WESTERN ASIA,1090630537
Gabriel Noradunkyan,C,Armenia,3.0,WESTERN ASIA,1114426086
Suren Papikyan,Start,Armenia,3.0,WESTERN ASIA,1112772824
Paul Paul,Start,Armenia,3.0,WESTERN ASIA,1114420707
Garo Paylan,C,Armenia,3.0,WESTERN ASIA,1104655518
Genrikh Poghosyan,Start,Armenia,3.0,WESTERN ASIA,1085393392
Ishkhan Saghatelyan,GA,Armenia,3.0,WESTERN ASIA,1107169295
Martiros Sarukhanyan,Stub,Armenia,3.0,WESTERN ASIA,933482772
Vartkes Serengülian,Start,Armenia,3.0,WESTERN ASIA,1114426992
Serop Zakaryan,Stub,Armenia,3.0,WESTERN ASIA,1057547947
Servitchen,Stub,Armenia,3.0,WESTERN ASIA,1114420738
Suren Shadunts,Start,Armenia,3.0,WESTERN ASIA,1109564586
Kasbar Sinabian,Stub,Armenia,3.0,WESTERN ASIA,1114426546
Ohannes Tchekidjian,Start,Armenia,3.0,WESTERN ASIA,1090861179
Hrayr Tovmasyan,Stub,Armenia,3.0,WESTERN ASIA,993785842
Usuv Beg,Stub,Armenia,3.0,WESTERN ASIA,1086955149
Kegham Vanigian,Start,Armenia,3.0,WESTERN ASIA,1114420793
Artak Zeynalyan,Start,Armenia,3.0,WESTERN ASIA,1097086972
Abdul-Aziz al-Khair,C,Syria,22.1,WESTERN ASIA,1055121509
Adil Arslan,C,Syria,22.1,WESTERN ASIA,1114428474
Mohammed Akkad,Stub,Syria,22.1,WESTERN ASIA,1088148970
Sultan al-Atrash,C,Syria,22.1,WESTERN ASIA,1114418885
Ayyash Al-Haj,GA,Syria,22.1,WESTERN ASIA,1114418908
Ghias Barakat,C,Syria,22.1,WESTERN ASIA,1099141929
Subhi Bey Barakat,Start,Syria,22.1,WESTERN ASIA,1115422743
Abdul Qader Barmada,Stub,Syria,22.1,WESTERN ASIA,1088149351
Tawfiq Bay,Start,Syria,22.1,WESTERN ASIA,1031788885
Ibrahim Biro,Start,Syria,22.1,WESTERN ASIA,955779707
Amir al-Dandal,Start,Syria,22.1,WESTERN ASIA,994545216
Abd al-Razzaq al-Dandashi,Start,Syria,22.1,WESTERN ASIA,1063356756
Ahmad Diyab,Stub,Syria,22.1,WESTERN ASIA,1100437054
Hadad-yith'i,C,Syria,22.1,WESTERN ASIA,1102614042
Hisham Marwah,Stub,Syria,22.1,WESTERN ASIA,1111799084
Edmond Al-Homsi,Stub,Syria,22.1,WESTERN ASIA,1090859570
Ghassan Ibrahim,Start,Syria,22.1,WESTERN ASIA,1099026087
Ihsan Al Jabri,Stub,Syria,22.1,WESTERN ASIA,1056547219
Jihad Makdissi,C,Syria,22.1,WESTERN ASIA,1095025923
Mohammad Jumah,Stub,Syria,22.1,WESTERN ASIA,1031226079
Sami al-Jundi,C,Syria,22.1,WESTERN ASIA,1085225687
Kamal al-Qassab,Stub,Syria,22.1,WESTERN ASIA,1046716585
Kamil Pasha al-Qudsi,Stub,Syria,22.1,WESTERN ASIA,1114426805
Fayez al-Khoury,Stub,Syria,22.1,WESTERN ASIA,1101097473
Mar'i Pasha al-Mallah,Start,Syria,22.1,WESTERN ASIA,1114426843
Antun Maqdisi,Start,Syria,22.1,WESTERN ASIA,1012298345
Mahmoud Ahmad Marei,Start,Syria,22.1,WESTERN ASIA,1096423511
Muhammad Talab Hilal,C,Syria,22.1,WESTERN ASIA,1091046608
Mustafa al-Siba'i,Start,Syria,22.1,WESTERN ASIA,1101678254
Shukri al-Quwatli,FA,Syria,22.1,WESTERN ASIA,1114418977
Munif Razzaz,GA,Syria,22.1,WESTERN ASIA,1104186608
Nasim al-Safarjalani,Start,Syria,22.1,WESTERN ASIA,1032834084
Salem al-Meslet,Stub,Syria,22.1,WESTERN ASIA,1103824812
Muhammad al-Sufi,C,Syria,22.1,WESTERN ASIA,1106267269
Mohammad Farouk Tayfour,Stub,Syria,22.1,WESTERN ASIA,940373945
Alfons Adam,Start,Austria,9.0,WESTERN EUROPE,1103541474
Ingo Appelt,Stub,Austria,9.0,WESTERN EUROPE,997950968
Baron Alexander von Bach,C,Austria,9.0,WESTERN EUROPE,1114355363
"Maximilian Anton Karl, Count Baillet de Latour",Start,Austria,9.0,WESTERN EUROPE,1112473939
Heinrich Alfred Barb,Start,Austria,9.0,WESTERN EUROPE,1092809567
Raphael Basch,Start,Austria,9.0,WESTERN EUROPE,1023595642
Leopold Berchtold,C,Austria,9.0,WESTERN EUROPE,1089443270
Hanns Blaschke,Stub,Austria,9.0,WESTERN EUROPE,1112474283
Andreas Bolek,Start,Austria,9.0,WESTERN EUROPE,1005030653
Joseph Buttinger,Start,Austria,9.0,WESTERN EUROPE,1080982386
Prince Carl of Solms-Braunfels,C,Austria,9.0,WESTERN EUROPE,1107215721
Count Wenzel Chotek of Chotkow and Wognin,Start,Austria,9.0,WESTERN EUROPE,1083654825
Count Wenzel Chotek of Chotkow and Wognin,Start,Czechia,10.5,EASTERN EUROPE,1083654825
Citizens' Ministry,C,Austria,9.0,WESTERN EUROPE,1071736555
Richard von Coudenhove-Kalergi,C,Austria,9.0,WESTERN EUROPE,1108787206
Karl von Czyhlarz,Stub,Austria,9.0,WESTERN EUROPE,1021127705
George Abraham von Dyhrn,Stub,Austria,9.0,WESTERN EUROPE,1007538469
Hans Ferlitsch,Stub,Austria,9.0,WESTERN EUROPE,941916920
Friedhelm Frischenschlager,Start,Austria,9.0,WESTERN EUROPE,1018809630
Anton Füster,Start,Austria,9.0,WESTERN EUROPE,1078570802
Julius Anton Glaser,C,Austria,9.0,WESTERN EUROPE,1112473750
Walter Guggenberger,Start,Austria,9.0,WESTERN EUROPE,1112473762
Ulrich Habsburg-Lothringen,Stub,Austria,9.0,WESTERN EUROPE,1112474612
Ernst Hampel (politician),Stub,Austria,9.0,WESTERN EUROPE,1069436586
Franz von Hartig,Stub,Austria,9.0,WESTERN EUROPE,1007537619
Hans Peter Haselsteiner,Start,Austria,9.0,WESTERN EUROPE,1112603346
Friedrich Wilhelm von Haugwitz,C,Austria,9.0,WESTERN EUROPE,1112275892
Eduard Hedvicek,Stub,Austria,9.0,WESTERN EUROPE,1115494542
Eduard Hedvicek,Stub,Czechia,10.5,EASTERN EUROPE,1115494542
Eduard Herbst,Start,Austria,9.0,WESTERN EUROPE,1007530580
Hermann Stern,C,Austria,9.0,WESTERN EUROPE,1101206070
Jürgen Himmelbauer,Stub,Austria,9.0,WESTERN EUROPE,969146003
Anton Hofer,Start,Austria,9.0,WESTERN EUROPE,1105446235
Andreas Hörtnagl,Stub,Austria,9.0,WESTERN EUROPE,969145984
Franz Jetzinger,Start,Austria,9.0,WESTERN EUROPE,1086163096
Konstantin Jireček,C,Austria,9.0,WESTERN EUROPE,1100601439
Konstantin Jireček,C,Czechia,10.5,EASTERN EUROPE,1100601439
Hugo Jury,C,Austria,9.0,WESTERN EUROPE,1115504900
Maximilian Ulrich von Kaunitz,Start,Austria,9.0,WESTERN EUROPE,1087172023
Maximilian Ulrich von Kaunitz,Start,Czechia,10.5,EASTERN EUROPE,1087172023
Joseph Kenner,Start,Austria,9.0,WESTERN EUROPE,1112603390
Theodor Kery,Stub,Austria,9.0,WESTERN EUROPE,1065573627
Michael Killisch-Horn,Stub,Austria,9.0,WESTERN EUROPE,1106829544
Hubert Klausner,Start,Austria,9.0,WESTERN EUROPE,1111898436
Martin Kocher,Stub,Austria,9.0,WESTERN EUROPE,1088269446
Józef Kożdoń,C,Austria,9.0,WESTERN EUROPE,1112603867
Jožef Krajnc,Start,Austria,9.0,WESTERN EUROPE,1114850674
Jožef Krajnc,Start,Slovenia,2.1,SOUTHERN EUROPE,1114850674
Hans Kudlich,Start,Austria,9.0,WESTERN EUROPE,1048166289
Gottfried von Kühnelt-Leddihn,Start,Austria,9.0,WESTERN EUROPE,1068422030
Hartmann Lauterbacher,C,Austria,9.0,WESTERN EUROPE,1070877897
Otto Lecher,Stub,Austria,9.0,WESTERN EUROPE,1033894166
Franz Leitner (politician),Stub,Austria,9.0,WESTERN EUROPE,1010887552
Elmar Lichtenegger,Start,Austria,9.0,WESTERN EUROPE,1058620648
Julius Lippert (historian),Stub,Austria,9.0,WESTERN EUROPE,1084061853
Karl Lütgendorf,Stub,Austria,9.0,WESTERN EUROPE,1112474529
Jürgen Mandl,Stub,Austria,9.0,WESTERN EUROPE,977059921
Renate Mann,Stub,Austria,9.0,WESTERN EUROPE,1099978355
Ferdinand Mannlicher,C,Austria,9.0,WESTERN EUROPE,1104118829
Christoph Matznetter,Start,Austria,9.0,WESTERN EUROPE,1105484317
Johann Gregor Memhardt,Stub,Austria,9.0,WESTERN EUROPE,1112474313
Franz Moroder,Start,Austria,9.0,WESTERN EUROPE,1090940019
Heinz Nittel,Stub,Austria,9.0,WESTERN EUROPE,1109478769
Brigitta Pallauf,Start,Austria,9.0,WESTERN EUROPE,1033512296
Wladimir von Pawlowski,Stub,Austria,9.0,WESTERN EUROPE,1019694668
Johann Anton von Pergen,C,Austria,9.0,WESTERN EUROPE,1061803495
Gerhard Pfanzelter,Start,Austria,9.0,WESTERN EUROPE,1106125275
Walter Pfrimer,B,Austria,9.0,WESTERN EUROPE,1113533881
Ernst von Plener,Start,Austria,9.0,WESTERN EUROPE,1017745075
Leopold Poetsch,Stub,Austria,9.0,WESTERN EUROPE,1092446707
Thomas Prinzhorn,C,Austria,9.0,WESTERN EUROPE,1112474168
Hermann von Ramberg,Stub,Austria,9.0,WESTERN EUROPE,994058910
Heinrich Reschauer,Start,Austria,9.0,WESTERN EUROPE,1083947896
Horst Rosenkranz,Start,Austria,9.0,WESTERN EUROPE,1112603574
Emil Sax,Start,Austria,9.0,WESTERN EUROPE,1007521446
Karl Schmitzer,Stub,Austria,9.0,WESTERN EUROPE,1089049732
Georg Ritter von Schönerer,C,Austria,9.0,WESTERN EUROPE,1114549144
"Georg Adam, Prince of Starhemberg",C,Austria,9.0,WESTERN EUROPE,1102889087
Gundaker Thomas Starhemberg,Start,Austria,9.0,WESTERN EUROPE,1078907075
Josef Staribacher,Stub,Austria,9.0,WESTERN EUROPE,1049705609
Richard Steidle,C,Austria,9.0,WESTERN EUROPE,1112576338
Julius Tandler,Start,Austria,9.0,WESTERN EUROPE,1077100690
"Leopold, Count von Thun und Hohenstein",C,Austria,9.0,WESTERN EUROPE,1096753974
"Leopold, Count von Thun und Hohenstein",C,Czechia,10.5,EASTERN EUROPE,1096753974
Muzio Tommasini,Start,Austria,9.0,WESTERN EUROPE,1093955134
Karl Freiherr von Vogelsang,Start,Austria,9.0,WESTERN EUROPE,1016446506
Max Winter (politician),Stub,Austria,9.0,WESTERN EUROPE,1112474387
Anton von Winzor,Stub,Austria,9.0,WESTERN EUROPE,1045934334
Gisela Wurm,Stub,Austria,9.0,WESTERN EUROPE,1038160173
Alexander Zach,Stub,Austria,9.0,WESTERN EUROPE,1056085498
Curt Franz Wenzel Christoph Erdmann Graf Zedtwitz von Moraván und Duppau,Start,Austria,9.0,WESTERN EUROPE,1111962495
Karl von Zinzendorf,Start,Austria,9.0,WESTERN EUROPE,1112603523
Josef Barák,Stub,Czechia,10.5,EASTERN EUROPE,1083124449
Dagmar Burešová,C,Czechia,10.5,EASTERN EUROPE,1098666195
František Ringo Čech,C,Czechia,10.5,EASTERN EUROPE,1108211243
Jaroslav Chalupský,Stub,Czechia,10.5,EASTERN EUROPE,1078953657
Petr Cibulka,Start,Czechia,10.5,EASTERN EUROPE,1113204122
Čestmír Císař,C,Czechia,10.5,EASTERN EUROPE,1104559649
Josef Šebestián Daubek,Start,Czechia,10.5,EASTERN EUROPE,1050015346
Karel Domin,Start,Czechia,10.5,EASTERN EUROPE,1049007188
Dominik Feri,GA,Czechia,10.5,EASTERN EUROPE,1114398428
Jaroslav Foldyna,Start,Czechia,10.5,EASTERN EUROPE,1101136989
Vladimír Franz,C,Czechia,10.5,EASTERN EUROPE,1018540612
Josef Václav Frič,Start,Czechia,10.5,EASTERN EUROPE,1096760435
Radola Gajda,C,Czechia,10.5,EASTERN EUROPE,1094011419
Edvard Gregr,Stub,Czechia,10.5,EASTERN EUROPE,395526568
Julius Gregr,Stub,Czechia,10.5,EASTERN EUROPE,395521877
Tomáš Grulich,Stub,Czechia,10.5,EASTERN EUROPE,1105195802
Karel Havlíček Borovský,C,Czechia,10.5,EASTERN EUROPE,1113946125
Karel Havlík,Stub,Czechia,10.5,EASTERN EUROPE,1100828466
Jan Helcelet,Start,Czechia,10.5,EASTERN EUROPE,1097877507
Vladimír Hučín,Start,Czechia,10.5,EASTERN EUROPE,1006178116
Stanislav Huml,Stub,Czechia,10.5,EASTERN EUROPE,1100256753
Martin Jahn,Start,Czechia,10.5,EASTERN EUROPE,1068489733
Antonín Janoušek,Start,Czechia,10.5,EASTERN EUROPE,1081772760
Antonín Janoušek,Start,Slovakia,5.4,EASTERN EUROPE,1081772760
Josef Ježek,Start,Czechia,10.5,EASTERN EUROPE,1081825452
Ladislav Jirků,Stub,Czechia,10.5,EASTERN EUROPE,1105195815
Svatopluk Karásek,Stub,Czechia,10.5,EASTERN EUROPE,1105195949
"Wenzel Anton, Prince of Kaunitz-Rietberg",C,Czechia,10.5,EASTERN EUROPE,1087676617
Philip Kinsky of Wchinitz and Tettau,Start,Czechia,10.5,EASTERN EUROPE,1086536221
Bohuslav Kokotek,Start,Czechia,10.5,EASTERN EUROPE,1101925484
Jan Krejčí,C,Czechia,10.5,EASTERN EUROPE,1089306800
Jan Lacina (Czech politician),GA,Czechia,10.5,EASTERN EUROPE,1100139907
Lubomír Ledl,Stub,Czechia,10.5,EASTERN EUROPE,1098598568
Miroslav Lidinský,C,Czechia,10.5,EASTERN EUROPE,1110419961
Jiří Lobkowicz,Stub,Czechia,10.5,EASTERN EUROPE,1036408754
Jiří Löw,Start,Czechia,10.5,EASTERN EUROPE,1100079475
Ivan Mašek,Stub,Czechia,10.5,EASTERN EUROPE,1108547621
Mikuláš of Hus,Stub,Czechia,10.5,EASTERN EUROPE,1016780533
Zdeněk Mraček,Stub,Czechia,10.5,EASTERN EUROPE,1106394242
Jana Nečasová,Stub,Czechia,10.5,EASTERN EUROPE,1078853565
Joseph Nekl,Stub,Czechia,10.5,EASTERN EUROPE,1109748763
Roman Onderka,Stub,Czechia,10.5,EASTERN EUROPE,1058094951
Vladimír Oplt,Stub,Czechia,10.5,EASTERN EUROPE,1101228395
František Palacký,C,Czechia,10.5,EASTERN EUROPE,1105698438
Mojmír Povolný,C,Czechia,10.5,EASTERN EUROPE,1108319836
Vladimír Príkazský,Start,Czechia,10.5,EASTERN EUROPE,1098436155
Ondřej Přikryl,Stub,Czechia,10.5,EASTERN EUROPE,1070612078
František Reichel,Stub,Czechia,10.5,EASTERN EUROPE,1105195920
Bedřich Reicin,Start,Czechia,10.5,EASTERN EUROPE,994557125
František Ladislav Rieger,C,Czechia,10.5,EASTERN EUROPE,1081925821
Luca Rovinalti,Stub,Czechia,10.5,EASTERN EUROPE,1068280342
Luca Rovinalti,Stub,Italy,58.9,SOUTHERN EUROPE,1068280342
Richard Sacher,Stub,Czechia,10.5,EASTERN EUROPE,1092501154
Tomáš Eduard Šilinger,Stub,Czechia,10.5,EASTERN EUROPE,1078089986
Karel Štogl,Start,Czechia,10.5,EASTERN EUROPE,1098811438
Antonín Cyril Stojan,C,Czechia,10.5,EASTERN EUROPE,1081455346
Matěj Stropnický,Stub,Czechia,10.5,EASTERN EUROPE,1079854598
Jiří Svoboda (director),Stub,Czechia,10.5,EASTERN EUROPE,1049133241
Miroslav Tetter,Start,Czechia,10.5,EASTERN EUROPE,1098599146
Tomáš Vandas,Start,Czechia,10.5,EASTERN EUROPE,1110388860
Jiří Ventruba,Stub,Czechia,10.5,EASTERN EUROPE,1106895401
Jan Vrba (politician),Stub,Czechia,10.5,EASTERN EUROPE,1104640063
Josip Ferfolja,Start,Slovenia,2.1,SOUTHERN EUROPE,1099213916
Josip Ferfolja,Start,Italy,58.9,SOUTHERN EUROPE,1099213916
8th National Assembly of Slovenia,B,Slovenia,2.1,SOUTHERN EUROPE,1110653139
Viktor Avbelj,Stub,Slovenia,2.1,SOUTHERN EUROPE,1076931457
Josef Anton Barbo von Waxenstein,Start,Slovenia,2.1,SOUTHERN EUROPE,1099768272
Joseph Emanuel Barbo von Waxenstein,Start,Slovenia,2.1,SOUTHERN EUROPE,1114107894
Tatjana Bobnar,Start,Slovenia,2.1,SOUTHERN EUROPE,1110339618
József Borovnyák,Stub,Slovenia,2.1,SOUTHERN EUROPE,1095084562
Klemen Boštjančič,Start,Slovenia,2.1,SOUTHERN EUROPE,1111951290
Uroš Brežan,Start,Slovenia,2.1,SOUTHERN EUROPE,1110339465
Ivan Cankar,C,Slovenia,2.1,SOUTHERN EUROPE,1072162015
Jože P. Damijan,GA,Slovenia,2.1,SOUTHERN EUROPE,1006800884
Lambert Ehrlich,GA,Slovenia,2.1,SOUTHERN EUROPE,1090244530
Emilija Stojmenova Duh,Start,Slovenia,2.1,SOUTHERN EUROPE,1101796769
Sanja Ajanovič Hovnik,Start,Slovenia,2.1,SOUTHERN EUROPE,1110339664
Johann Nepomuk Hradeczky,Start,Slovenia,2.1,SOUTHERN EUROPE,1030361090
Božidar Jakac,C,Slovenia,2.1,SOUTHERN EUROPE,1089135416
József Klekl (politician),Start,Slovenia,2.1,SOUTHERN EUROPE,1091872792
József Klekl (writer),Start,Slovenia,2.1,SOUTHERN EUROPE,1078005718
Boris Kraigher,Stub,Slovenia,2.1,SOUTHERN EUROPE,1063586220
Ivan Kramberger,Start,Slovenia,2.1,SOUTHERN EUROPE,1102238755
István Kühár,Stub,Slovenia,2.1,SOUTHERN EUROPE,1078006386
Matija Majar,Start,Slovenia,2.1,SOUTHERN EUROPE,1078006826
Andrej Marinc,Stub,Slovenia,2.1,SOUTHERN EUROPE,1095085152
Mark Boris Andrijanič,Start,Slovenia,2.1,SOUTHERN EUROPE,1114119903
Drago Marušič,Start,Slovenia,2.1,SOUTHERN EUROPE,1101649728
Matej Arčon,Start,Slovenia,2.1,SOUTHERN EUROPE,1091947189
Anton Novačan,Start,Slovenia,2.1,SOUTHERN EUROPE,1099927478
Igor Papič,Stub,Slovenia,2.1,SOUTHERN EUROPE,1110338248
Dominika Švarc Pipan,Start,Slovenia,2.1,SOUTHERN EUROPE,1110339643
Jože Podgoršek,Stub,Slovenia,2.1,SOUTHERN EUROPE,1100530431
Dušan Šinigoj,Stub,Slovenia,2.1,SOUTHERN EUROPE,1011743534
Matija Škerbec,B,Slovenia,2.1,SOUTHERN EUROPE,1084428429
Alenka Smerkolj,Start,Slovenia,2.1,SOUTHERN EUROPE,1085316550
Janko Smole,Stub,Slovenia,2.1,SOUTHERN EUROPE,1076927921
Franc Snoj,Stub,Slovenia,2.1,SOUTHERN EUROPE,1089996788
Patricija Šulin,Stub,Slovenia,2.1,SOUTHERN EUROPE,1057402692
József Szakovics,Start,Slovenia,2.1,SOUTHERN EUROPE,1078575911
Vilmos Tkálecz,Stub,Slovenia,2.1,SOUTHERN EUROPE,1011171974
Ludvik Toplak,Start,Slovenia,2.1,SOUTHERN EUROPE,1099224184
Asta Vrečko,Start,Slovenia,2.1,SOUTHERN EUROPE,1110339536
Valentin Zarnik,Stub,Slovenia,2.1,SOUTHERN EUROPE,1095084255
Janez Zemljarič,Stub,Slovenia,2.1,SOUTHERN EUROPE,1076929779
Muzamil Abdullayev,Stub,Azerbaijan,10.2,WESTERN ASIA,1107065506
Leyla Abdullayeva,Start,Azerbaijan,10.2,WESTERN ASIA,1102138152
Elchin Afandiyev,Start,Azerbaijan,10.2,WESTERN ASIA,1075526613
Fazail Agamali,C,Azerbaijan,10.2,WESTERN ASIA,1106843986
Fuad Alasgarov,C,Azerbaijan,10.2,WESTERN ASIA,1018398706
Anvar Alikhanov,Stub,Azerbaijan,10.2,WESTERN ASIA,1109309028
Tarlan Aliyarbayov,GA,Azerbaijan,10.2,WESTERN ASIA,1112064160
Dilara Aliyeva,Start,Azerbaijan,10.2,WESTERN ASIA,1109649588
Ali Asadov,Start,Azerbaijan,10.2,WESTERN ASIA,1112134949
Akram Aylisli,C,Azerbaijan,10.2,WESTERN ASIA,1106344373
Sahil Babayev,Start,Azerbaijan,10.2,WESTERN ASIA,1112800095
Huseyngulu Baghirov,Start,Azerbaijan,10.2,WESTERN ASIA,1080007779
Alovsat Bakhshiyev,Start,Azerbaijan,10.2,WESTERN ASIA,1090036474
Rafael Kamil Dzhabrailov,Stub,Azerbaijan,10.2,WESTERN ASIA,1100266382
Matin Eynullayev,Start,Azerbaijan,10.2,WESTERN ASIA,1110146340
Vilayat Eyvazov,Start,Azerbaijan,10.2,WESTERN ASIA,1109686454
Abdurrahman Fatalibeyli,C,Azerbaijan,10.2,WESTERN ASIA,1094730548
Fazail Ibrahimli,Stub,Azerbaijan,10.2,WESTERN ASIA,1096310851
Solomon Grobshtein,Stub,Azerbaijan,10.2,WESTERN ASIA,1067081975
Teymur Guliyev,Stub,Azerbaijan,10.2,WESTERN ASIA,1025325196
Mammad Gurbanov,Start,Azerbaijan,10.2,WESTERN ASIA,1101536288
Asaf Hajiyev,C,Azerbaijan,10.2,WESTERN ASIA,1114198988
Farhad Hajiyev,Start,Azerbaijan,10.2,WESTERN ASIA,1109686109
Jamil Hasanli,C,Azerbaijan,10.2,WESTERN ASIA,1091283791
Ali M. Hasanov,C,Azerbaijan,10.2,WESTERN ASIA,1104973679
Shakir Hasanov,Stub,Azerbaijan,10.2,WESTERN ASIA,1096145690
Zakir Hasanov,C,Azerbaijan,10.2,WESTERN ASIA,1110113628
Ali Huseynli,Start,Azerbaijan,10.2,WESTERN ASIA,1090157253
Alisahib Huseynov,Start,Azerbaijan,10.2,WESTERN ASIA,1080007304
Ali Ibrahimov,Stub,Azerbaijan,10.2,WESTERN ASIA,1067793317
Mammad Isgandarov,Stub,Azerbaijan,10.2,WESTERN ASIA,1029087103
Vidadi Isgandarov,Start,Azerbaijan,10.2,WESTERN ASIA,1092547948
Ajdar Ismailov,C,Azerbaijan,10.2,WESTERN ASIA,1096490381
Saftar Jafarov,Start,Azerbaijan,10.2,WESTERN ASIA,1045812028
